request_id,user_id,category,direction,event_type_values,observation_count,historical_dates,intervals_days,median_interval_days,amounts,median_amount,inferred_by_current_engine
request_10,user_10,gym,debit,subscription,5,2024-07-11|2024-08-11|2024-09-11|2024-10-11|2024-11-11,31|31|30|31,31,4860.00|4860.00|4860.00|4860.00|4860.00,4860.00,True
request_10,user_10,entertainment,debit,expense,5,2024-07-15|2024-08-15|2024-09-15|2024-10-15|2024-11-15,31|31|30|31,31,4770.41|4504.60|4700.56|4366.61|4883.78,4700.56,True
request_10,user_10,groceries,debit,expense,26,2024-06-13|2024-06-20|2024-06-27|2024-07-04|2024-07-11|2024-07-18|2024-07-25|2024-08-01|2024-08-08|2024-08-15|2024-08-22|2024-08-29|2024-09-05|2024-09-12|2024-09-19|2024-09-26|2024-10-03|2024-10-10|2024-10-17|2024-10-24|2024-10-31|2024-11-07|2024-11-14|2024-11-21|2024-11-28|2024-12-05,7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7,7,10089.49|12216.63|10431.63|12027.49|9512.16|10839.89|11898.24|12020.19|11986.00|11074.05|9929.21|8855.55|12641.36|10087.39|11596.13|8809.04|9807.08|12589.20|13621.53|12767.81|9968.28|10392.47|12092.24|8157.98|8755.75|8011.08,10635.76,True
request_10,user_10,transport,debit,expense,25,2024-06-14|2024-06-21|2024-06-28|2024-07-05|2024-07-12|2024-07-19|2024-07-26|2024-08-02|2024-08-09|2024-08-16|2024-08-23|2024-08-30|2024-09-06|2024-09-13|2024-09-20|2024-09-27|2024-10-04|2024-10-11|2024-10-18|2024-10-25|2024-11-01|2024-11-08|2024-11-15|2024-11-22|2024-11-29,7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7,7,6859.81|7100.47|4830.13|4956.67|5489.62|7530.30|7568.88|6683.23|6632.30|5641.87|5747.77|5753.54|7448.62|5018.36|6582.39|6785.52|4472.60|4570.28|5776.08|6245.32|6819.66|5350.70|4990.01|4356.14|6359.49,5776.08,True
request_10,user_10,dining,debit,expense,13,2024-06-15|2024-06-29|2024-07-13|2024-07-27|2024-08-10|2024-08-24|2024-09-07|2024-09-21|2024-10-05|2024-10-19|2024-11-02|2024-11-16|2024-11-30,14|14|14|14|14|14|14|14|14|14|14|14,14,8813.96|9260.11|8274.24|6897.95|9399.40|9621.20|6375.03|10079.99|10525.43|8538.83|8480.31|8253.71|10370.83,8813.96,True
request_11,user_11,salary,credit,income,10,2024-12-15|2024-12-24|2025-01-15|2025-01-24|2025-02-15|2025-02-24|2025-03-15|2025-03-24|2025-04-15|2025-04-24,9|22|9|22|9|19|9|22|9,9,23256000.00|16715584.16|23256000.00|8908379.93|23256000.00|15989420.00|23256000.00|20012106.46|23256000.00|8502888.20,21634053.23,True
request_11,user_11,housing,debit,expense,5,2024-12-05|2025-01-05|2025-02-05|2025-03-05|2025-04-05,31|31|28|31,31,2954500.00|2954500.00|2954500.00|2954500.00|2954500.00,2954500.00,True
request_11,user_11,utilities,debit,expense,5,2024-12-08|2025-01-08|2025-02-08|2025-03-08|2025-04-08,31|31|28|31,31,2916312.61|2891149.67|2508782.45|2488665.63|2796165.18,2796165.18,True
request_11,user_11,insurance,debit,expense,5,2024-12-09|2025-01-09|2025-02-09|2025-03-09|2025-04-09,31|31|28|31,31,1881000.00|1881000.00|1881000.00|1881000.00|1881000.00,1881000.00,True
request_11,user_11,education,debit,expense,5,2024-12-10|2025-01-10|2025-02-10|2025-03-10|2025-04-10,31|31|28|31,31,2544100.00|2544100.00|2544100.00|2544100.00|2544100.00,2544100.00,True
request_11,user_11,healthcare,debit,expense,5,2024-12-12|2025-01-12|2025-02-12|2025-03-12|2025-04-12,31|31|28|31,31,2635764.61|3118089.32|2973572.96|3165638.30|2826901.92,2973572.96,True
request_11,user_11,entertainment,debit,expense,5,2024-12-16|2025-01-16|2025-02-16|2025-03-16|2025-04-16,31|31|28|31,31,1404572.90|1688239.04|1587027.72|1649906.50|1674887.61,1649906.50,True
request_11,user_11,cloud_storage,debit,subscription,5,2024-12-14|2025-01-14|2025-02-14|2025-03-14|2025-04-14,31|31|28|31,31,168150.00|168150.00|168150.00|168150.00|168150.00,168150.00,True
request_11,user_11,groceries,debit,expense,18,2024-11-09|2024-11-19|2024-11-29|2024-12-09|2024-12-19|2024-12-29|2025-01-08|2025-01-18|2025-01-28|2025-02-07|2025-02-17|2025-02-27|2025-03-09|2025-03-19|2025-03-29|2025-04-08|2025-04-18|2025-04-28,10|10|10|10|10|10|10|10|10|10|10|10|10|10|10|10|10,10,1053064.17|1565130.98|1714643.08|1644304.53|1406401.86|1063530.58|1395524.80|1578114.18|1763208.29|1241008.74|1222447.75|1614291.70|1655671.41|1311350.07|1292005.65|1590529.64|1131582.30|1341187.18,1400963.33,False
request_11,user_11,transport,debit,expense,13,2024-11-10|2024-11-24|2024-12-08|2024-12-22|2025-01-05|2025-01-19|2025-02-02|2025-02-16|2025-03-02|2025-03-16|2025-03-30|2025-04-13|2025-04-27,14|14|14|14|14|14|14|14|14|14|14|14,14,1230316.50|825660.54|788053.20|893623.46|1212904.33|1307205.52|785218.72|1185524.72|1200020.76|1244032.33|1122838.73|1103949.29|1244835.69,1185524.72,True
request_11,user_11,dining,debit,expense,9,2024-11-06|2024-11-27|2024-12-18|2025-01-08|2025-01-29|2025-02-19|2025-03-12|2025-04-02|2025-04-23,21|21|21|21|21|21|21|21,21,1018758.07|1485097.86|1528058.96|1697463.10|1052748.56|1365643.70|1335266.70|1503635.49|1163530.49,1365643.70,False
request_12,user_12,salary,credit,income,3,2025-11-15|2025-12-15|2026-01-15,30|31,30.5,55846.64|41904.42|61315.12,55846.64,True
request_12,user_12,rent,debit,expense,6,2025-11-01|2025-12-01|2026-01-01|2026-02-01|2026-03-01|2026-04-01,30|31|31|28|31,31,11792.00|11792.00|11792.00|11792.00|11792.00|11792.00,11792.00,True
request_12,user_12,utilities,debit,expense,5,2025-11-05|2025-12-05|2026-01-05|2026-02-05|2026-03-05,30|31|31|28,30.5,3103.78|3374.49|3755.96|3708.19|3606.20,3606.20,True
request_12,user_12,cloud_storage,debit,subscription,5,2025-11-11|2025-12-11|2026-01-11|2026-02-11|2026-03-11,30|31|31|28,30.5,447.70|447.70|447.70|447.70|447.70,447.70,True
request_12,user_12,streaming,debit,subscription,5,2025-11-08|2025-12-08|2026-01-08|2026-02-08|2026-03-08,30|31|31|28,30.5,1504.80|1504.80|1504.80|1504.80|1504.80,1504.80,True
request_12,user_12,shopping,debit,expense,5,2025-11-11|2025-12-11|2026-01-11|2026-02-11|2026-03-11,30|31|31|28,30.5,1267.67|1243.49|1401.99|1196.86|1169.42,1243.49,True
request_12,user_12,groceries,debit,expense,18,2025-10-09|2025-10-19|2025-10-29|2025-11-08|2025-11-18|2025-11-28|2025-12-08|2025-12-18|2025-12-28|2026-01-07|2026-01-17|2026-01-27|2026-02-06|2026-02-16|2026-02-26|2026-03-08|2026-03-18|2026-03-28,10|10|10|10|10|10|10|10|10|10|10|10|10|10|10|10|10,10,2484.14|2333.56|2229.55|1622.75|2333.98|2177.71|1797.17|2448.00|2432.91|1930.95|1650.19|1539.11|1587.87|2404.94|2729.09|2469.40|1806.77|2449.90,2281.56,False
request_12,user_12,transport,debit,expense,9,2025-10-10|2025-10-31|2025-11-21|2025-12-12|2026-01-02|2026-01-23|2026-02-13|2026-03-06|2026-03-27,21|21|21|21|21|21|21|21,21,1398.61|1302.02|1282.01|1240.84|1722.14|1261.17|1355.85|1684.28|1679.15,1355.85,False
request_12,user_12,dining,debit,expense,9,2025-10-11|2025-11-01|2025-11-22|2025-12-13|2026-01-03|2026-01-24|2026-02-14|2026-03-07|2026-03-28,21|21|21|21|21|21|21|21,21,2152.06|2452.07|2407.92|2554.33|2344.45|2608.96|1765.33|2089.92|1943.35,2344.45,False
request_13,user_13,salary,credit,income,9,2023-10-15|2023-10-20|2023-11-15|2023-11-20|2023-12-15|2023-12-20|2024-01-15|2024-01-20|2024-02-15,5|26|5|25|5|26|5|26,15,1343.54|993.88|1343.54|771.17|1343.54|948.46|1343.54|881.45|1343.54,1343.54,True
request_13,user_13,rent,debit,expense,6,2023-10-02|2023-11-02|2023-12-02|2024-01-02|2024-02-02|2024-03-02,31|30|31|31|29,31,622.60|622.60|622.60|622.60|622.60|622.60,622.60,True
request_13,user_13,utilities,debit,expense,6,2023-10-06|2023-11-06|2023-12-06|2024-01-06|2024-02-06|2024-03-06,31|30|31|31|29,31,162.77|143.39|146.33|143.70|131.53|134.25,143.54,True
request_13,user_13,music_subscription,debit,subscription,5,2023-10-11|2023-11-11|2023-12-11|2024-01-11|2024-02-11,31|30|31|31,31,29.00|29.00|29.00|29.00|29.00,29.00,True
request_13,user_13,delivery_membership,debit,subscription,5,2023-10-13|2023-11-13|2023-12-13|2024-01-13|2024-02-13,31|30|31|31,31,21.00|21.00|21.00|21.00|21.00,21.00,True
request_13,user_13,gym,debit,subscription,5,2023-10-10|2023-11-10|2023-12-10|2024-01-10|2024-02-10,31|30|31|31,31,61.00|61.00|61.00|61.00|61.00,61.00,True
request_13,user_13,entertainment,debit,expense,5,2023-10-14|2023-11-14|2023-12-14|2024-01-14|2024-02-14,31|30|31|31,31,33.83|30.88|37.90|31.80|30.39,31.80,True
request_13,user_13,groceries,debit,expense,26,2023-09-12|2023-09-19|2023-09-26|2023-10-03|2023-10-10|2023-10-17|2023-10-24|2023-10-31|2023-11-07|2023-11-14|2023-11-21|2023-11-28|2023-12-05|2023-12-12|2023-12-19|2023-12-26|2024-01-02|2024-01-09|2024-01-16|2024-01-23|2024-01-30|2024-02-06|2024-02-13|2024-02-20|2024-02-27|2024-03-05,7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7,7,91.05|114.90|120.16|82.38|115.37|89.89|91.28|108.75|101.74|102.05|119.05|101.87|106.05|102.25|93.15|81.24|86.23|94.28|84.23|120.89|114.53|73.74|98.36|118.36|85.71|93.66,100.05,True
request_13,user_13,transport,debit,expense,26,2023-09-13|2023-09-20|2023-09-27|2023-10-04|2023-10-11|2023-10-18|2023-10-25|2023-11-01|2023-11-08|2023-11-15|2023-11-22|2023-11-29|2023-12-06|2023-12-13|2023-12-20|2023-12-27|2024-01-03|2024-01-10|2024-01-17|2024-01-24|2024-01-31|2024-02-07|2024-02-14|2024-02-21|2024-02-28|2024-03-06,7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7,7,44.85|35.12|34.47|34.28|50.60|55.33|34.09|54.58|33.97|48.13|54.40|38.31|44.07|50.38|49.29|46.73|43.41|58.44|33.50|56.63|46.98|45.29|45.37|39.48|50.46|37.29,45.33,True
request_13,user_13,dining,debit,expense,13,2023-09-14|2023-09-28|2023-10-12|2023-10-26|2023-11-09|2023-11-23|2023-12-07|2023-12-21|2024-01-04|2024-01-18|2024-02-01|2024-02-15|2024-02-29,14|14|14|14|14|14|14|14|14|14|14|14,14,75.47|68.70|80.09|62.71|53.91|80.35|64.45|70.45|61.59|48.20|60.34|48.02|61.28,62.71,True
request_14,user_14,salary,credit,income,3,2025-03-15|2025-04-15|2025-07-15,31|91,61,2717.00|2717.00|2717.00,2717.00,False
request_14,user_14,rent,debit,expense,6,2025-03-03|2025-04-03|2025-05-03|2025-06-03|2025-07-03|2025-08-03,31|30|31|30|31,31,688.60|688.60|688.60|688.60|688.60|688.60,688.60,True
request_14,user_14,utilities,debit,expense,5,2025-03-07|2025-04-07|2025-05-07|2025-06-07|2025-07-07,31|30|31|30,30.5,141.46|156.08|143.45|146.41|153.69,146.41,True
request_14,user_14,debt_repayment,debit,debt_payment,5,2025-03-12|2025-04-12|2025-05-12|2025-06-12|2025-07-12,31|30|31|30,30.5,350.00|350.00|350.00|350.00|350.00,350.00,True
request_14,user_14,healthcare,debit,expense,5,2025-03-11|2025-04-11|2025-05-11|2025-06-11|2025-07-11,31|30|31|30,30.5,92.08|92.65|95.17|91.77|87.84,92.08,True
request_14,user_14,family_support,debit,expense,5,2025-03-14|2025-04-14|2025-05-14|2025-06-14|2025-07-14,31|30|31|30,30.5,226.00|226.00|226.00|226.00|226.00,226.00,True
request_14,user_14,cloud_storage,debit,subscription,5,2025-03-13|2025-04-13|2025-05-13|2025-06-13|2025-07-13,31|30|31|30,30.5,14.00|14.00|14.00|14.00|14.00,14.00,True
request_14,user_14,shopping,debit,expense,5,2025-03-13|2025-04-13|2025-05-13|2025-06-13|2025-07-13,31|30|31|30,30.5,137.03|123.04|123.12|123.77|140.39,123.77,True
request_14,user_14,groceries,debit,expense,26,2025-02-09|2025-02-16|2025-02-23|2025-03-02|2025-03-09|2025-03-16|2025-03-23|2025-03-30|2025-04-06|2025-04-13|2025-04-20|2025-04-27|2025-05-04|2025-05-11|2025-05-18|2025-05-25|2025-06-01|2025-06-08|2025-06-15|2025-06-22|2025-06-29|2025-07-06|2025-07-13|2025-07-20|2025-07-27|2025-08-03,7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7,7,103.53|95.35|104.91|81.22|92.09|121.61|87.64|140.51|131.02|83.71|93.46|90.76|106.55|93.65|96.42|101.15|129.68|123.41|94.21|86.49|138.85|102.54|112.72|96.86|86.83|129.56,99.00,True
request_14,user_14,transport,debit,expense,13,2025-02-10|2025-02-24|2025-03-10|2025-03-24|2025-04-07|2025-04-21|2025-05-05|2025-05-19|2025-06-02|2025-06-16|2025-06-30|2025-07-14|2025-07-28,14|14|14|14|14|14|14|14|14|14|14|14,14,46.75|58.52|37.65|47.73|53.15|56.49|55.52|52.26|50.48|55.96|62.30|43.12|43.88,52.26,True
request_15,user_15,rent,debit,expense,6,2025-08-04|2025-09-04|2025-10-04|2025-11-04|2025-12-04|2026-01-04,31|30|31|30|31,31,435.60|435.60|435.60|435.60|435.60|435.60,435.60,True
request_15,user_15,utilities,debit,expense,5,2025-08-08|2025-09-08|2025-10-08|2025-11-08|2025-12-08,31|30|31|30,30.5,84.12|85.91|90.39|87.14|84.41,85.91,True
request_15,user_15,education,debit,expense,5,2025-08-10|2025-09-10|2025-10-10|2025-11-10|2025-12-10,31|30|31|30,30.5,159.00|159.00|159.00|159.00|159.00,159.00,True
request_15,user_15,debt_repayment,debit,debt_payment,5,2025-08-13|2025-09-13|2025-10-13|2025-11-13|2025-12-13,31|30|31|30,30.5,84.00|84.00|84.00|84.00|84.00,84.00,True
request_15,user_15,music_subscription,debit,subscription,5,2025-08-13|2025-09-13|2025-10-13|2025-11-13|2025-12-13,31|30|31|30,30.5,11.00|11.00|11.00|11.00|11.00,11.00,True
request_15,user_15,delivery_membership,debit,subscription,5,2025-08-15|2025-09-15|2025-10-15|2025-11-15|2025-12-15,31|30|31|30,30.5,27.00|27.00|27.00|27.00|27.00,27.00,True
request_15,user_15,salary,credit,income,2,2025-11-15|2025-12-15,30,30,1661.00|1661.00,1661.00,False
request_15,user_15,groceries,debit,expense,25,2025-07-15|2025-07-22|2025-07-29|2025-08-05|2025-08-12|2025-08-19|2025-08-26|2025-09-02|2025-09-09|2025-09-16|2025-09-23|2025-09-30|2025-10-07|2025-10-14|2025-10-21|2025-10-28|2025-11-04|2025-11-11|2025-11-18|2025-11-25|2025-12-02|2025-12-09|2025-12-16|2025-12-23|2025-12-30,7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7,7,51.57|63.15|64.39|55.63|68.03|46.76|71.92|49.38|73.50|71.16|72.30|59.88|48.88|69.83|62.21|68.35|56.70|52.65|53.42|47.26|64.51|64.22|52.69|49.90|64.42,62.21,True
request_15,user_15,transport,debit,expense,25,2025-07-16|2025-07-23|2025-07-30|2025-08-06|2025-08-13|2025-08-20|2025-08-27|2025-09-03|2025-09-10|2025-09-17|2025-09-24|2025-10-01|2025-10-08|2025-10-15|2025-10-22|2025-10-29|2025-11-05|2025-11-12|2025-11-19|2025-11-26|2025-12-03|2025-12-10|2025-12-17|2025-12-24|2025-12-31,7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7,7,29.41|39.06|42.66|29.38|26.48|26.50|25.11|37.01|29.73|35.61|31.28|29.30|26.00|25.57|25.35|34.86|31.09|32.48|36.70|38.53|25.63|41.35|36.86|27.67|30.31,30.31,True
request_15,user_15,dining,debit,expense,13,2025-07-12|2025-07-26|2025-08-09|2025-08-23|2025-09-06|2025-09-20|2025-10-04|2025-10-18|2025-11-01|2025-11-15|2025-11-29|2025-12-13|2025-12-27,14|14|14|14|14|14|14|14|14|14|14|14,14,33.39|41.42|45.13|44.75|53.58|36.23|32.17|34.51|38.56|51.08|32.62|38.07|49.35,38.56,True
request_16,user_16,salary,credit,income,5,2023-03-15|2023-04-15|2023-05-15|2023-06-15|2023-07-15,31|30|31|30,30.5,173000.00|173000.00|173000.00|173000.00|173000.00,173000.00,True
request_16,user_16,rent,debit,expense,6,2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01,31|30|31|30|31,31,57100.00|57100.00|57100.00|57100.00|57100.00|57100.00,57100.00,True
request_16,user_16,utilities,debit,expense,6,2023-03-05|2023-04-05|2023-05-05|2023-06-05|2023-07-05|2023-08-05,31|30|31|30|31,31,11173.73|9756.03|10586.37|9402.67|10012.92|11512.87,10299.64,True
request_16,user_16,debt_repayment,debit,debt_payment,6,2023-03-10|2023-04-10|2023-05-10|2023-06-10|2023-07-10|2023-08-10,31|30|31|30|31,31,17750.00|17750.00|17750.00|17750.00|17750.00|17750.00,17750.00,True
request_16,user_16,streaming,debit,subscription,6,2023-03-08|2023-04-08|2023-05-08|2023-06-08|2023-07-08|2023-08-08,31|30|31|30|31,31,3510.00|3510.00|3510.00|3510.00|3510.00|3510.00,3510.00,True
request_16,user_16,cloud_storage,debit,subscription,6,2023-03-11|2023-04-11|2023-05-11|2023-06-11|2023-07-11|2023-08-11,31|30|31|30|31,31,1055.00|1055.00|1055.00|1055.00|1055.00|1055.00,1055.00,True
request_16,user_16,shopping,debit,expense,6,2023-03-11|2023-04-11|2023-05-11|2023-06-11|2023-07-11|2023-08-11,31|30|31|30|31,31,9307.32|8486.21|8885.00|8414.47|9807.50|10178.56,9096.16,True
request_16,user_16,groceries,debit,expense,26,2023-02-15|2023-02-22|2023-03-01|2023-03-08|2023-03-15|2023-03-22|2023-03-29|2023-04-05|2023-04-12|2023-04-19|2023-04-26|2023-05-03|2023-05-10|2023-05-17|2023-05-24|2023-05-31|2023-06-07|2023-06-14|2023-06-21|2023-06-28|2023-07-05|2023-07-12|2023-07-19|2023-07-26|2023-08-02|2023-08-09,7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7,7,6134.32|8882.85|9038.15|8137.99|8300.57|6614.49|5583.98|9111.36|7101.43|5463.03|5434.36|8465.36|5364.38|8225.29|8445.69|5495.80|6971.09|5508.24|6302.62|6091.85|5623.39|6716.29|7181.79|8883.15|6568.76|7930.19,6843.69,True
request_16,user_16,transport,debit,expense,26,2023-02-16|2023-02-23|2023-03-02|2023-03-09|2023-03-16|2023-03-23|2023-03-30|2023-04-06|2023-04-13|2023-04-20|2023-04-27|2023-05-04|2023-05-11|2023-05-18|2023-05-25|2023-06-01|2023-06-08|2023-06-15|2023-06-22|2023-06-29|2023-07-06|2023-07-13|2023-07-20|2023-07-27|2023-08-03|2023-08-10,7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7,7,4382.18|3464.26|4483.65|4106.40|5267.76|3653.49|3170.83|5236.08|4284.41|4859.49|5284.10|5016.88|3143.71|4523.27|3624.64|5067.66|3885.07|4175.44|3688.64|4368.27|5087.33|4643.67|3888.24|5251.40|5368.95|4978.93,4432.92,True
request_16,user_16,dining,debit,expense,13,2023-02-17|2023-03-03|2023-03-17|2023-03-31|2023-04-14|2023-04-28|2023-05-12|2023-05-26|2023-06-09|2023-06-23|2023-07-07|2023-07-21|2023-08-04,14|14|14|14|14|14|14|14|14|14|14|14,14,5271.93|4791.94|5478.94|6000.50|5587.07|5461.61|3794.56|5905.06|5981.93|5210.30|3835.73|6354.26|5256.32,5461.61,True
request_17,user_17,salary,credit,income,5,2025-10-15|2025-11-15|2025-12-15|2026-01-15|2026-02-15,31|30|31|31,31,206000.00|206000.00|206000.00|206000.00|206000.00,206000.00,True
request_17,user_17,rent,debit,expense,5,2025-10-02|2025-11-02|2025-12-02|2026-01-02|2026-02-02,31|30|31|31,31,49600.00|49600.00|49600.00|49600.00|49600.00,49600.00,True
request_17,user_17,utilities,debit,expense,5,2025-10-06|2025-11-06|2025-12-06|2026-01-06|2026-02-06,31|30|31|31,31,9481.13|9530.77|10246.53|9948.15|8487.15,9530.77,True
request_17,user_17,education,debit,expense,5,2025-10-08|2025-11-08|2025-12-08|2026-01-08|2026-02-08,31|30|31|31,31,13660.00|13660.00|13660.00|13660.00|13660.00,13660.00,True
request_17,user_17,debt_repayment,debit,debt_payment,5,2025-10-11|2025-11-11|2025-12-11|2026-01-11|2026-02-11,31|30|31|31,31,30200.00|30200.00|30200.00|30200.00|30200.00,30200.00,True
request_17,user_17,music_subscription,debit,subscription,5,2025-10-11|2025-11-11|2025-12-11|2026-01-11|2026-02-11,31|30|31|31,31,2055.00|2055.00|2055.00|2055.00|2055.00,2055.00,True
request_17,user_17,delivery_membership,debit,subscription,5,2025-10-13|2025-11-13|2025-12-13|2026-01-13|2026-02-13,31|30|31|31,31,1675.00|1675.00|1675.00|1675.00|1675.00,1675.00,True
request_17,user_17,groceries,debit,expense,26,2025-09-05|2025-09-12|2025-09-19|2025-09-26|2025-10-03|2025-10-10|2025-10-17|2025-10-24|2025-10-31|2025-11-07|2025-11-14|2025-11-21|2025-11-28|2025-12-05|2025-12-12|2025-12-19|2025-12-26|2026-01-02|2026-01-09|2026-01-16|2026-01-23|2026-01-30|2026-02-06|2026-02-13|2026-02-20|2026-02-27,7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7,7,9392.54|7679.25|10039.54|9785.51|7187.32|8574.98|11380.46|6706.54|7585.37|7446.25|10300.07|8500.09|7237.45|8836.99|10690.00|10432.03|11392.07|8124.44|11433.33|7093.83|8638.54|8581.99|11342.57|10873.47|8543.01|8716.51,8677.52,True
request_17,user_17,transport,debit,expense,26,2025-09-06|2025-09-13|2025-09-20|2025-09-27|2025-10-04|2025-10-11|2025-10-18|2025-10-25|2025-11-01|2025-11-08|2025-11-15|2025-11-22|2025-11-29|2025-12-06|2025-12-13|2025-12-20|2025-12-27|2026-01-03|2026-01-10|2026-01-17|2026-01-24|2026-01-31|2026-02-07|2026-02-14|2026-02-21|2026-02-28,7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7,7,3913.59|6046.80|3972.38|5639.47|4445.42|6225.69|5386.34|5421.55|5936.87|6420.35|4008.13|5126.25|5036.82|6170.70|5790.36|4328.91|5080.56|4844.94|5940.36|6406.38|5758.89|4661.70|5650.43|3902.91|5741.08|5372.15,5403.94,True
request_17,user_17,dining,debit,expense,13,2025-09-07|2025-09-21|2025-10-05|2025-10-19|2025-11-02|2025-11-16|2025-11-30|2025-12-14|2025-12-28|2026-01-11|2026-01-25|2026-02-08|2026-02-22,14|14|14|14|14|14|14|14|14|14|14|14,14,5641.06|4425.44|4695.55|5554.91|6027.54|5593.53|6839.37|6048.91|6795.26|6797.26|5254.41|6688.81|4747.76,5641.06,True
request_18,user_18,salary,credit,income,5,2026-02-15|2026-03-15|2026-04-15|2026-05-15|2026-06-15,28|31|30|31,30.5,2310.00|2310.00|2310.00|2310.00|2310.00,2310.00,True
request_18,user_18,housing,debit,expense,6,2026-02-04|2026-03-04|2026-04-04|2026-05-04|2026-06-04|2026-07-04,28|31|30|31|30,30,167.00|167.00|167.00|167.00|167.00|167.00,167.00,True
request_18,user_18,utilities,debit,expense,5,2026-02-07|2026-03-07|2026-04-07|2026-05-07|2026-06-07,28|31|30|31,30.5,100.59|101.24|125.40|121.67|107.43,107.43,True
request_18,user_18,insurance,debit,expense,5,2026-02-08|2026-03-08|2026-04-08|2026-05-08|2026-06-08,28|31|30|31,30.5,68.00|68.00|68.00|68.00|68.00,68.00,True
request_18,user_18,healthcare,debit,expense,5,2026-02-11|2026-03-11|2026-04-11|2026-05-11|2026-06-11,28|31|30|31,30.5,164.10|150.18|152.41|162.41|147.96,152.41,True
request_18,user_18,streaming,debit,subscription,5,2026-02-10|2026-03-10|2026-04-10|2026-05-10|2026-06-10,28|31|30|31,30.5,68.00|68.00|68.00|68.00|68.00,68.00,True
request_18,user_18,groceries,debit,expense,18,2026-01-12|2026-01-22|2026-02-01|2026-02-11|2026-02-21|2026-03-03|2026-03-13|2026-03-23|2026-04-02|2026-04-12|2026-04-22|2026-05-02|2026-05-12|2026-05-22|2026-06-01|2026-06-11|2026-06-21|2026-07-01,10|10|10|10|10|10|10|10|10|10|10|10|10|10|10|10|10,10,64.84|101.66|96.63|101.08|87.39|106.43|66.30|108.09|110.80|82.18|94.02|115.00|83.94|87.91|71.92|101.90|90.08|111.41,95.32,False
request_18,user_18,transport,debit,expense,13,2026-01-13|2026-01-27|2026-02-10|2026-02-24|2026-03-10|2026-03-24|2026-04-07|2026-04-21|2026-05-05|2026-05-19|2026-06-02|2026-06-16|2026-06-30,14|14|14|14|14|14|14|14|14|14|14|14,14,36.86|35.48|54.53|53.15|38.59|52.90|36.49|47.50|50.57|34.87|36.29|49.04|43.81,43.81,True
request_18,user_18,dining,debit,expense,13,2026-01-14|2026-01-28|2026-02-11|2026-02-25|2026-03-11|2026-03-25|2026-04-08|2026-04-22|2026-05-06|2026-05-20|2026-06-03|2026-06-17|2026-07-01,14|14|14|14|14|14|14|14|14|14|14|14,14,66.70|69.84|92.92|98.51|108.96|75.46|66.71|103.86|81.05|101.82|62.87|82.67|101.88,82.67,True
request_19,user_19,salary,credit,income,5,2024-04-15|2024-05-15|2024-06-15|2024-07-15|2024-08-15,30|31|30|31,30.5,131000.00|131000.00|131000.00|131000.00|131000.00,131000.00,True
request_19,user_19,rent,debit,expense,5,2024-04-04|2024-05-04|2024-06-04|2024-07-04|2024-08-04,30|31|30|31,30.5,36100.00|36100.00|36100.00|36100.00|36100.00,36100.00,True
request_19,user_19,utilities,debit,expense,5,2024-04-08|2024-05-08|2024-06-08|2024-07-08|2024-08-08,30|31|30|31,30.5,6141.28|5525.82|6029.90|5951.99|6129.19,6029.90,True
request_19,user_19,debt_repayment,debit,debt_payment,5,2024-04-13|2024-05-13|2024-06-13|2024-07-13|2024-08-13,30|31|30|31,30.5,11850.00|11850.00|11850.00|11850.00|11850.00,11850.00,True
request_19,user_19,healthcare,debit,expense,5,2024-04-12|2024-05-12|2024-06-12|2024-07-12|2024-08-12,30|31|30|31,30.5,8946.09|9619.88|8335.20|8496.34|8645.36,8645.36,True
request_19,user_19,family_support,debit,expense,5,2024-04-15|2024-05-15|2024-06-15|2024-07-15|2024-08-15,30|31|30|31,30.5,12650.00|12650.00|12650.00|12650.00|12650.00,12650.00,True
request_19,user_19,cloud_storage,debit,subscription,5,2024-04-14|2024-05-14|2024-06-14|2024-07-14|2024-08-14,30|31|30|31,30.5,395.00|395.00|395.00|395.00|395.00,395.00,True
request_19,user_19,shopping,debit,expense,5,2024-04-14|2024-05-14|2024-06-14|2024-07-14|2024-08-14,30|31|30|31,30.5,6302.66|5593.20|6069.58|5772.78|5431.12,5772.78,True
